Date,Close
11/14/2019,1311.46
11/15/2019,1334.87
11/18/2019,1320.7
11/19/2019,1315.46
11/20/2019,1303.05
11/21/2019,1301.35
11/22/2019,1295.34
11/25/2019,1306.69
11/26/2019,1313.55
11/27/2019,1312.99
11/29/2019,1304.96
12/2/2019,1289.92
12/3/2019,1295.28
12/4/2019,1320.54
12/5/2019,1328.13
12/6/2019,1340.62
12/9/2019,1343.56
12/10/2019,1344.66
12/11/2019,1345.02
12/12/2019,1350.27
12/13/2019,1347.83
12/16/2019,1361.17
12/17/2019,1355.12
12/18/2019,1352.62
12/19/2019,1356.04
12/20/2019,1349.59
12/23/2019,1348.84
12/24/2019,1343.56
12/26/2019,1360.4
12/27/2019,1351.89
12/30/2019,1336.14
12/31/2019,1337.02
1/2/2020,1367.37
1/3/2020,1360.66
1/6/2020,1394.21
1/7/2020,1393.34
1/8/2020,1404.32
1/9/2020,1419.83
1/10/2020,1429.73
1/13/2020,1439.23
1/14/2020,1430.88
1/15/2020,1439.2
1/16/2020,1451.7
1/17/2020,1480.39
1/21/2020,1484.4
1/22/2020,1485.95
1/23/2020,1486.65
1/24/2020,1466.71
1/27/2020,1433.9
1/28/2020,1452.56
1/29/2020,1458.63
1/30/2020,1455.84
1/31/2020,1434.23
2/3/2020,1485.94
2/4/2020,1447.07
2/5/2020,1448.23
2/6/2020,1476.23
2/7/2020,1479.23
2/10/2020,1508.68
2/11/2020,1508.79
2/12/2020,1518.27
2/13/2020,1514.66
2/14/2020,1520.74
2/18/2020,1519.67
2/19/2020,1526.69
2/20/2020,1518.15
2/21/2020,1485.11
2/24/2020,1421.59
2/25/2020,1388.45
2/26/2020,1393.18
2/27/2020,1318.09
2/28/2020,1339.33
3/2/2020,1389.11
3/3/2020,1341.39
3/4/2020,1386.52
3/5/2020,1319.04
3/6/2020,1298.41
3/9/2020,1215.56
3/10/2020,1280.39
3/11/2020,1215.41
3/12/2020,1114.91
3/13/2020,1219.73
3/16/2020,1084.33
3/17/2020,1119.8
3/18/2020,1096.8
3/19/2020,1115.29
3/20/2020,1072.32
3/23/2020,1056.62
3/24/2020,1134.46
3/25/2020,1102.49
3/26/2020,1161.75
3/27/2020,1110.71
3/30/2020,1146.82
3/31/2020,1162.81
4/1/2020,1105.62
4/2/2020,1120.84
4/3/2020,1097.88
4/6/2020,1186.92
4/7/2020,1186.51
4/8/2020,1210.28
4/9/2020,1211.45
4/13/2020,1217.56
4/14/2020,1269.23
4/15/2020,1262.47
4/16/2020,1263.47
4/17/2020,1283.25
4/20/2020,1266.61
4/21/2020,1216.34
4/22/2020,1263.21
4/23/2020,1276.31
4/24/2020,1279.31
4/27/2020,1275.88
4/28/2020,1233.67
4/29/2020,1341.48
4/30/2020,1348.66
5/1/2020,1320.61
5/4/2020,1326.8
5/5/2020,1351.11
5/6/2020,1347.3
5/7/2020,1372.56
5/8/2020,1388.37
5/11/2020,1403.26
5/12/2020,1375.74
5/13/2020,1349.33
5/14/2020,1356.13
5/15/2020,1373.19
5/18/2020,1383.94
5/19/2020,1373.49
5/20/2020,1406.72
5/21/2020,1402.8
5/22/2020,1410.42
5/26/2020,1417.02
5/27/2020,1417.84
5/28/2020,1416.73
5/29/2020,1428.92
6/1/2020,1431.82
6/2/2020,1439.22
6/3/2020,1436.38
6/4/2020,1412.18
6/5/2020,1438.39
6/8/2020,1446.61
6/9/2020,1456.16
6/10/2020,1465.85
6/11/2020,1403.84
6/12/2020,1413.18
6/15/2020,1419.85
6/16/2020,1442.72
6/17/2020,1451.12
6/18/2020,1435.96
6/19/2020,1431.72
6/22/2020,1451.86
6/23/2020,1464.41
6/24/2020,1431.97
6/25/2020,1441.33
6/26/2020,1359.9
6/29/2020,1394.97
6/30/2020,1413.61
7/1/2020,1438.04
7/2/2020,1464.7
7/6/2020,1495.7
7/7/2020,1485.18
7/8/2020,1496
7/9/2020,1510.99
7/10/2020,1541.74
7/13/2020,1511.34
7/14/2020,1520.58
7/15/2020,1513.64
7/16/2020,1518
7/17/2020,1515.55
7/20/2020,1565.72
7/21/2020,1558.42
7/22/2020,1568.49
7/23/2020,1515.68
7/24/2020,1511.87
7/27/2020,1530.2
7/28/2020,1500.34
7/29/2020,1522.02
7/30/2020,1531.45
7/31/2020,1482.96
8/3/2020,1474.45
8/4/2020,1464.97
8/5/2020,1473.61
8/6/2020,1500.1
8/7/2020,1494.49
8/10/2020,1496.1
8/11/2020,1480.32
8/12/2020,1506.62
8/13/2020,1518.45
8/14/2020,1507.73
8/17/2020,1517.98
8/18/2020,1558.6
8/19/2020,1547.53
8/20/2020,1581.75
8/21/2020,1580.42
8/24/2020,1588.2
8/25/2020,1608.22
8/26/2020,1652.38
8/27/2020,1634.33
8/28/2020,1644.41
8/31/2020,1634.18
9/1/2020,1660.71
9/2/2020,1728.28
9/3/2020,1641.84
9/4/2020,1591.04
9/8/2020,1532.39
9/9/2020,1556.96
9/10/2020,1532.02
9/11/2020,1520.72
9/14/2020,1519.28
9/15/2020,1541.44
9/16/2020,1520.9
9/17/2020,1495.53
9/18/2020,1459.99
9/21/2020,1431.16
9/22/2020,1465.46
9/23/2020,1415.21
9/24/2020,1428.29
9/25/2020,1444.96
9/28/2020,1464.52
9/29/2020,1469.33
9/30/2020,1469.6
10/1/2020,1490.09
10/2/2020,1458.42
10/5/2020,1486.02
10/6/2020,1453.44
10/7/2020,1460.29
10/8/2020,1485.93
10/9/2020,1515.22
10/12/2020,1569.15
10/13/2020,1571.68
10/14/2020,1568.08
10/15/2020,1559.13
10/16/2020,1573.01
10/19/2020,1534.61
10/20/2020,1555.93
10/21/2020,1593.31
10/22/2020,1615.33
10/23/2020,1641
10/26/2020,1590.45
10/27/2020,1604.26
10/28/2020,1516.62
10/29/2020,1567.24
10/30/2020,1621.01
11/2/2020,1626.03
11/3/2020,1650.21
11/4/2020,1749.13
11/5/2020,1763.37
11/6/2020,1761.75
11/9/2020,1763
11/10/2020,1740.39
11/11/2020,1752.71
11/12/2020,1749.84
